t,aX,aY,aZ
1728.9699999979853,-1.247,1.758,-0.434
1728.9899999979853,-1.208,1.697,-0.456
1729.0109999979852,-1.390,1.423,-0.379
1729.0319999979852,-1.588,1.181,-0.297
1729.0519999979851,-1.752,1.049,-0.308
1729.072999997985,-2.318,0.923,-0.242
1729.093999997985,-2.368,0.989,-0.253
1729.113999997985,-2.422,0.994,-0.297
1729.134999997985,-2.329,1.198,-0.396
1729.155999997985,-1.906,1.307,-0.527
1729.175999997985,-1.730,1.335,-0.637
1729.196999997985,-1.511,1.368,-0.906
1729.2179999979849,-1.269,1.252,-1.192
1729.2389999979848,-1.203,1.187,-1.357
1729.2589999979848,-1.390,0.879,-1.719
1729.2799999979848,-1.340,0.604,-1.901
1729.3009999979847,-1.373,0.478,-2.027
1729.3209999979847,-1.500,0.247,-2.109
1729.3419999979847,-1.258,0.099,-2.104
1729.3629999979846,-1.170,0.022,-2.164
1729.3829999979846,-1.192,-0.264,-2.093
1729.4039999979846,-1.104,-0.538,-1.868
1729.4249999979845,-1.115,-0.681,-1.824
1729.4449999979845,-1.445,-0.950,-1.313
1729.4659999979845,-1.472,-0.912,-0.769
1729.4869999979844,-1.533,-0.906,-0.593
1729.5079999979844,-1.686,-0.445,0.005
1729.5279999979844,-1.566,0.022,0.341
1729.5489999979843,-1.511,0.214,0.439
1729.5699999979843,-1.560,0.483,0.632
1729.5899999979843,-1.538,0.396,0.780
1729.6109999979842,-1.522,0.324,0.802
1729.6319999979842,-1.703,-0.165,1.033
1729.6519999979841,-1.659,-0.467,1.219
1729.672999997984,-1.620,-0.632,1.274
1729.693999997984,-1.467,-0.687,1.313
1729.713999997984,-1.225,-0.456,1.198
1729.734999997984,-1.033,-0.374,1.121
1729.755999997984,-0.928,-0.099,0.786
1729.776999997984,-0.917,-0.060,0.648
1729.796999997984,-0.901,-0.077,0.544
1729.8179999979839,-1.099,-0.423,0.566
1729.8389999979838,-1.126,-0.588,0.725
1729.8589999979838,-1.093,-0.698,0.780
1729.8799999979838,-1.104,-0.648,0.906
1729.9009999979837,-1.038,-0.352,0.912
1729.9209999979837,-0.934,-0.220,0.868
1729.9419999979837,-1.011,0.154,0.659
1729.9629999979836,-1.022,0.308,0.670
1729.9829999979836,-0.967,0.324,0.637
1730.0039999979836,-0.967,0.060,0.868
1730.0249999979835,-0.786,-0.077,1.203
1730.0459999979835,-0.577,-0.203,1.324
1730.0659999979835,-0.258,-0.242,1.456
1730.0869999979834,-0.011,-0.038,1.351
1730.1079999979834,0.275,0.027,1.230
1730.1279999979834,0.352,0.176,0.588
1730.1489999979833,0.357,0.225,0.192
1730.1699999979833,0.439,0.198,-0.055
1730.1899999979833,0.341,-0.055,-0.363
1730.2109999979832,0.396,-0.099,-0.253
1730.2319999979832,0.560,-0.165,-0.236
1730.2519999979831,0.643,-0.143,-0.132
1730.272999997983,0.670,0.044,-0.104
1730.293999997983,0.769,0.104,-0.154
1730.314999997983,0.445,0.187,-0.665
1730.334999997983,0.269,0.280,-1.016
1730.355999997983,0.209,0.275,-1.269
1730.376999997983,-0.104,0.225,-1.752
1730.396999997983,-0.247,0.330,-1.730
1730.4179999979829,-0.269,0.341,-1.769
1730.4389999979828,-0.472,0.456,-1.500
1730.4589999979828,-0.401,0.588,-1.137
1730.4799999979828,-0.170,0.621,-0.972
1730.5009999979827,0.209,0.511,-0.835
1730.5209999979827,0.461,0.423,-0.780
1730.5419999979827,0.846,0.313,-0.813
1730.5629999979826,0.807,0.137,-0.956
1730.5839999979826,0.643,0.198,-0.912
1730.6039999979826,0.516,0.220,-0.928
1730.6249999979825,0.077,0.533,-0.901
1730.6459999979825,-0.093,0.835,-0.862
1730.6659999979825,-0.121,1.000,-0.873
1730.6869999979824,-0.038,1.258,-1.038
1730.7079999979824,0.099,1.313,-1.176
1730.7279999979824,0.406,1.324,-1.302
1730.7489999979823,0.577,1.208,-1.527
1730.7699999979823,0.483,1.181,-1.577
1730.7899999979822,0.390,1.126,-1.631
1730.8109999979822,-0.181,1.170,-1.642
1730.8319999979822,-0.522,1.302,-1.659
1730.8529999979821,-0.818,1.373,-1.675
1730.872999997982,-0.895,1.511,-1.928
1730.893999997982,-0.818,1.620,-2.148
1730.914999997982,-0.428,1.653,-2.329
1730.934999997982,0.005,1.730,-2.631
1730.955999997982,0.055,1.846,-2.642
1730.976999997982,0.214,1.923,-2.631
1730.996999997982,-0.154,2.142,-2.401
1731.0179999979819,-0.478,2.324,-2.181
1731.0389999979818,-0.906,2.444,-2.010
1731.0589999979818,-1.318,2.499,-1.873
1731.0799999979818,-1.434,2.428,-1.824
1731.1009999979817,-1.225,2.329,-1.813
1731.1219999979817,-0.780,1.994,-1.851
1731.1419999979817,-0.709,1.835,-1.763
1731.1629999979816,-0.357,1.708,-1.681
1731.1839999979816,-0.489,1.604,-1.390
1731.2039999979816,-0.725,1.593,-1.121
1731.2249999979815,-1.038,1.582,-0.890
1731.2459999979815,-1.296,1.384,-0.681
1731.2659999979815,-1.428,1.192,-0.588
1731.2869999979814,-1.110,1.022,-0.533
1731.3079999979814,-0.577,0.687,-0.588
1731.3279999979814,-0.516,0.648,-0.571
1731.3489999979813,0.066,0.643,-0.533
1731.3699999979813,0.148,0.846,-0.467
1731.3909999979812,-0.027,1.038,-0.390
1731.4109999979812,-0.269,1.225,-0.291
1731.4319999979812,-0.593,1.219,-0.308
1731.4529999979811,-0.797,1.126,-0.335
1731.472999997981,-0.632,0.994,-0.374
1731.493999997981,-0.297,0.643,-0.582
1731.514999997981,-0.335,0.538,-0.654
1731.534999997981,0.176,0.456,-0.709
1731.555999997981,0.280,0.483,-0.786
1731.576999997981,0.154,0.560,-0.731
1731.596999997981,0.049,0.648,-0.637
1731.6179999979809,-0.154,0.538,-0.505
1731.6389999979808,-0.357,0.428,-0.357
1731.6599999979808,-0.269,0.291,-0.154
1731.6799999979808,-0.066,0.060,0.181
1731.7009999979807,-0.143,0.044,0.461
1731.7219999979807,0.192,0.071,0.780
1731.7419999979807,0.198,0.280,1.159
1731.7629999979806,0.071,0.461,1.324
1731.7839999979806,-0.220,0.654,1.472
1731.8039999979806,-0.445,0.758,1.406
1731.8249999979805,-0.599,0.758,1.291
1731.8459999979805,-0.396,0.703,1.126
1731.8659999979805,0.038,0.527,0.818
1731.8869999979804,0.071,0.467,0.681
1731.9079999979804,0.500,0.401,0.555
1731.9289999979803,0.571,0.417,0.423
1731.9489999979803,0.511,0.456,0.319
1731.9699999979803,0.181,0.538,0.159
1731.9909999979802,0.011,0.522,-0.231
1732.0109999979802,-0.121,0.494,-0.439
1732.0319999979802,0.082,0.406,-0.736
1732.0529999979801,0.461,0.264,-0.983
1732.07299999798,0.489,0.242,-1.011
1732.09399999798,0.747,0.258,-0.928
1732.11499999798,0.681,0.406,-0.731
1732.13499999798,0.560,0.489,-0.659
1732.15599999798,0.077,0.703,-0.467
1732.17699999798,-0.126,0.797,-0.357
1732.1979999979799,-0.286,0.807,-0.357
1732.2179999979799,-0.115,0.818,-0.203
1732.2389999979798,0.280,0.703,-0.033
1732.2599999979798,0.291,0.654,0.033
1732.2799999979798,0.412,0.665,0.379
1732.3009999979797,0.242,0.670,0.676
1732.3219999979797,0.071,0.665,0.714
1732.3419999979797,-0.401,0.758,0.917
1732.3629999979796,-0.385,0.720,0.868
1732.3839999979796,-0.500,0.659,0.769
1732.4039999979796,-0.011,0.632,0.676
1732.4249999979795,0.588,0.571,0.434
1732.4459999979795,0.654,0.538,0.291
1732.4669999979794,0.857,0.709,0.044
1732.4869999979794,0.731,0.928,-0.363
1732.5079999979794,0.549,0.967,-0.538
1732.5289999979793,-0.038,1.274,-0.829
1732.5489999979793,-0.286,1.324,-0.989
1732.5699999979793,-0.505,1.280,-1.060
1732.5909999979792,-0.533,1.247,-0.829
1732.6109999979792,-0.242,1.104,-0.533
1732.6319999979792,-0.269,1.027,-0.511
1732.6529999979791,-0.060,1.066,-0.198
1732.672999997979,0.093,1.132,-0.225
1732.693999997979,0.011,1.104,-0.286
1732.714999997979,-0.187,1.324,-0.346
1732.735999997979,-0.203,1.412,-0.357
1732.755999997979,-0.341,1.395,-0.406
1732.776999997979,-0.297,1.555,-0.082
1732.7979999979789,-0.033,1.670,0.225
1732.8179999979789,-0.055,1.659,0.247
1732.8389999979788,0.038,1.879,0.505
1732.8599999979788,0.110,1.978,0.374
1732.8799999979788,0.027,1.972,0.319
1732.9009999979787,-0.104,2.038,-0.027
1732.9219999979787,-0.027,1.956,-0.357
1732.9419999979787,-0.066,1.917,-0.461
1732.9629999979786,0.060,1.840,-0.670
1732.9839999979786,0.236,1.747,-0.786
1733.0049999979785,0.236,1.719,-0.829
1733.0249999979785,0.099,1.675,-0.950
1733.0459999979785,-0.022,1.620,-1.148
1733.0669999979784,-0.126,1.599,-1.214
1733.0869999979784,-0.390,1.631,-1.423
1733.1079999979784,-0.357,1.741,-1.478
1733.1289999979783,-0.385,1.769,-1.505
1733.1489999979783,-0.324,2.043,-1.285
1733.1699999979783,-0.143,2.214,-0.978
1733.1909999979782,-0.115,2.252,-0.912
1733.2109999979782,-0.170,2.313,-0.533
1733.2319999979782,-0.115,2.230,-0.341
1733.2529999979781,-0.132,2.203,-0.297
1733.273999997978,-0.082,2.093,-0.198
1733.293999997978,0.242,2.010,-0.165
1733.314999997978,0.346,1.972,-0.181
1733.335999997978,0.676,1.906,-0.088
1733.355999997978,0.928,1.785,0.011
1733.376999997978,0.978,1.725,0.005
1733.3979999979779,0.703,1.511,0.033
1733.4179999979779,0.516,1.379,-0.126
1733.4389999979778,0.385,1.329,-0.209
1733.4599999979778,0.088,1.373,-0.577
1733.4799999979778,0.253,1.516,-0.906
1733.5009999979777,0.297,1.533,-1.033
1733.5219999979777,0.494,1.659,-1.214
1733.5429999979776,0.725,1.631,-1.181
1733.5629999979776,0.780,1.577,-1.208
1733.5839999979776,0.445,1.412,-1.055
1733.6049999979775,0.231,1.269,-1.011
1733.6249999979775,0.060,1.198,-1.049
1733.6459999979775,-0.456,1.208,-1.148
1733.6669999979774,-0.417,1.351,-1.165
1733.6869999979774,-0.423,1.368,-1.219
1733.7079999979774,-0.236,1.544,-0.983
1733.7289999979773,0.176,1.555,-0.621
1733.7489999979773,0.324,1.511,-0.549
1733.7699999979773,0.291,1.291,-0.198
1733.7909999979772,0.269,1.049,-0.093
1733.8119999979772,0.198,0.917,-0.115
1733.8319999979772,-0.225,0.681,-0.335
1733.8529999979771,-0.137,0.615,-0.544
1733.873999997977,-0.137,0.555,-0.681
1733.893999997977,-0.099,0.599,-0.791
1733.914999997977,0.055,0.610,-0.709
1733.935999997977,0.066,0.566,-0.731
1733.955999997977,-0.417,0.450,-0.643
1733.976999997977,-0.659,0.308,-0.648
1733.9979999979769,-0.857,0.214,-0.714
1734.0179999979769,-1.291,0.176,-0.923
1734.0389999979768,-1.170,0.253,-1.126
1734.0599999979768,-1.115,0.258,-1.247
1734.0809999979767,-0.895,0.428,-1.478
1734.1009999979767,-0.604,0.483,-1.642
1734.1219999979767,-0.456,0.494,-1.736
1734.1429999979766,-0.654,0.406,-1.972
1734.1629999979766,-0.764,0.297,-2.208
1734.1839999979766,-0.851,0.231,-2.340
1734.2049999979765,-1.099,0.126,-2.587
1734.2249999979765,-0.967,0.143,-2.598
1734.2459999979765,-0.862,0.126,-2.637
1734.2669999979764,-0.549,0.187,-2.274
1734.2869999979764,-0.357,0.209,-1.802
1734.3079999979764,-0.214,0.192,-1.637
1734.3289999979763,-0.412,0.159,-1.082
1734.3499999979763,-0.599,0.159,-0.764
1734.3699999979763,-0.709,0.137,-0.665
1734.3909999979762,-1.071,0.187,-0.494
1734.4119999979762,-1.110,0.280,-0.302
1734.4319999979762,-1.082,0.302,-0.258
1734.4529999979761,-0.884,0.379,0.005
1734.473999997976,-0.610,0.428,0.247
1734.493999997976,-0.357,0.412,0.313
1734.514999997976,-0.302,0.379,0.368
1734.535999997976,-0.412,0.412,0.291
1734.555999997976,-0.483,0.412,0.203
1734.576999997976,-0.939,0.494,-0.154
1734.5979999979759,-1.060,0.687,-0.308
1734.6189999979758,-1.044,0.747,-0.434
1734.6389999979758,-0.868,0.923,-0.588
1734.6599999979758,-0.632,1.082,-0.593
1734.6809999979757,-0.379,1.099,-0.632
1734.7009999979757,-0.324,1.066,-0.895
1734.7219999979757,-0.396,1.016,-1.044
1734.7429999979756,-0.401,0.956,-1.170
1734.7629999979756,-0.807,0.813,-1.329
1734.7839999979756,-0.939,0.813,-1.033
1734.8049999979755,-0.956,0.769,-0.912
1734.8249999979755,-0.950,0.703,-0.247
1734.8459999979755,-0.797,0.764,0.406
1734.8669999979754,-0.566,0.736,0.709
1734.8879999979754,-0.500,0.665,1.110
1734.9079999979754,-0.511,0.731,1.280
1734.9289999979753,-0.456,0.720,1.291
1734.9499999979753,-0.714,0.747,1.176
1734.9699999979753,-0.720,0.906,1.302
1734.9909999979752,-0.615,0.950,1.307
1735.0119999979752,-0.467,1.016,1.417
1735.0319999979752,-0.324,1.115,1.533
1735.0529999979751,-0.077,1.115,1.549
1735.073999997975,-0.121,1.027,1.236
1735.093999997975,-0.154,1.044,0.928
1735.114999997975,-0.093,0.994,0.681
1735.135999997975,-0.236,0.945,0.104
1735.156999997975,-0.203,1.055,-0.060
1735.176999997975,-0.027,1.071,-0.165
1735.1979999979749,0.060,1.137,-0.060
1735.2189999979748,0.143,1.219,0.192
1735.2389999979748,0.330,1.203,0.330
1735.2599999979748,0.198,1.099,0.472
1735.2809999979747,0.121,1.038,0.450
1735.3009999979747,0.159,0.956,0.396
1735.3219999979747,0.082,0.813,0.198
1735.3429999979746,0.154,0.818,0.187
1735.3629999979746,0.396,0.786,0.165
1735.3839999979746,0.544,0.873,0.390
1735.4049999979745,0.577,1.005,0.659
1735.4259999979745,0.692,1.060,0.846
1735.4459999979745,0.423,1.198,1.110
1735.4669999979744,0.264,1.269,1.203
1735.4879999979744,0.198,1.296,1.241
1735.5079999979744,0.143,1.346,1.132
1735.5289999979743,0.225,1.401,1.066
1735.5499999979743,0.483,1.417,1.000
1735.5699999979743,0.824,1.456,0.906
1735.5909999979742,0.917,1.483,0.873
1735.6119999979742,1.115,1.467,0.840
1735.6319999979742,0.983,1.373,0.571
1735.6529999979741,0.851,1.318,0.330
1735.673999997974,0.780,1.247,0.115
1735.694999997974,0.736,1.198,-0.385
1735.714999997974,0.747,1.269,-0.566
1735.735999997974,0.950,1.307,-0.709
1735.756999997974,1.126,1.494,-0.709
1735.776999997974,1.088,1.620,-0.516
1735.7979999979739,1.143,1.692,-0.352
1735.8189999979738,0.906,1.725,-0.099
1735.8389999979738,0.747,1.725,0.005
1735.8599999979738,0.703,1.681,0.060
1735.8809999979737,0.797,1.609,-0.110
1735.9009999979737,0.818,1.642,-0.181
1735.9219999979737,1.126,1.653,-0.236
1735.9429999979736,1.280,1.703,-0.231
1735.9639999979736,1.181,1.758,-0.066
1735.9839999979736,1.176,1.758,0.126
1736.0049999979735,0.862,1.653,0.379
1736.0259999979735,0.665,1.577,0.500
1736.0459999979735,0.621,1.478,0.610
1736.0669999979734,0.791,1.340,0.428
1736.0879999979734,0.802,1.340,0.280
1736.1079999979734,1.296,1.362,0.126
1736.1289999979733,1.609,1.390,-0.159
1736.1499999979733,1.544,1.439,-0.231
1736.1699999979733,1.637,1.478,-0.258
1736.1909999979732,1.346,1.390,-0.385
1736.2119999979732,1.132,1.346,-0.483
1736.2329999979731,1.016,1.291,-0.610
1736.2529999979731,1.016,1.203,-1.060
1736.273999997973,0.895,1.269,-1.269
1736.294999997973,1.203,1.373,-1.522
1736.314999997973,1.395,1.544,-1.769
1736.335999997973,1.296,1.653,-1.769
1736.356999997973,1.467,1.752,-1.714
1736.376999997973,1.406,1.659,-1.571
1736.3979999979729,1.225,1.593,-1.489
1736.4189999979728,1.296,1.505,-1.412
1736.4389999979728,1.406,1.329,-1.483
1736.4599999979728,1.296,1.280,-1.560
1736.4809999979727,1.609,1.247,-1.675
1736.5019999979727,1.692,1.137,-1.785
1736.5219999979727,1.577,1.088,-1.747
1736.5429999979726,1.511,1.011,-1.615
1736.5639999979726,1.258,0.824,-1.280
1736.5839999979726,1.060,0.791,-1.082
1736.6049999979725,0.890,0.758,-0.764
1736.6259999979725,0.906,0.829,-0.478
1736.6459999979725,0.802,0.950,-0.374
1736.6669999979724,1.044,1.088,-0.176
1736.6879999979724,1.203,1.187,-0.049
1736.7079999979724,1.143,1.176,-0.016
1736.7289999979723,1.099,1.126,0.093
1736.7499999979723,0.857,0.884,0.016
1736.7709999979722,0.703,0.769,-0.077
1736.7909999979722,0.401,0.654,-0.242
1736.8119999979722,0.308,0.654,-0.615
1736.8329999979721,0.209,0.714,-0.791
1736.8529999979721,0.286,0.840,-1.038
1736.873999997972,0.445,0.945,-1.203
1736.894999997972,0.406,0.939,-1.258
1736.914999997972,0.396,0.912,-1.110
1736.935999997972,0.302,0.725,-0.879
1736.956999997972,0.187,0.648,-0.846
1736.976999997972,0.044,0.538,-0.538
1736.9979999979719,0.066,0.505,-0.412
1737.0189999979718,-0.005,0.522,-0.445
1737.0399999979718,0.104,0.632,-0.357
1737.0599999979718,0.247,0.676,-0.374
1737.0809999979717,0.192,0.643,-0.417
1737.1019999979717,0.099,0.610,-0.308
1737.1219999979717,-0.060,0.390,-0.247
1737.1429999979716,-0.214,0.302,-0.275
1737.1639999979716,-0.472,0.209,-0.143
1737.1839999979716,-0.478,0.220,-0.198
1737.2049999979715,-0.582,0.231,-0.275
1737.2259999979715,-0.445,0.417,-0.313
1737.2459999979715,-0.214,0.549,-0.428
1737.2669999979714,-0.253,0.555,-0.511
1737.2879999979714,-0.236,0.659,-0.461
1737.3089999979713,-0.324,0.582,-0.450
1737.3289999979713,-0.478,0.538,-0.489
1737.3499999979713,-0.807,0.544,-0.423
1737.3709999979712,-0.884,0.549,-0.489
1737.3909999979712,-1.027,0.522,-0.544
1737.4119999979712,-0.934,0.698,-0.538
1737.4329999979711,-0.626,0.780,-0.489
1737.4529999979711,-0.654,0.753,-0.494
1737.473999997971,-0.494,0.840,-0.253
1737.494999997971,-0.456,0.758,-0.082
1737.514999997971,-0.582,0.676,-0.049
1737.535999997971,-0.884,0.632,0.093
1737.556999997971,-0.978,0.544,0.044
1737.577999997971,-1.143,0.478,0.027
1737.5979999979709,-1.060,0.522,-0.077
1737.6189999979708,-0.665,0.478,-0.170
1737.6399999979708,-0.654,0.434,-0.192
1737.6599999979708,-0.401,0.439,-0.236
1737.6809999979707,-0.330,0.390,-0.286
1737.7019999979707,-0.445,0.346,-0.308
1737.7219999979707,-0.813,0.461,-0.368
1737.7429999979706,-0.917,0.626,-0.500
1737.7639999979706,-1.082,0.637,-0.544
1737.7839999979706,-0.967,1.000,-0.615
1737.8049999979705,-0.544,1.198,-0.544
1737.8259999979705,-0.483,1.241,-0.533
1737.8469999979704,-0.154,1.318,-0.286
1737.8669999979704,-0.005,1.198,-0.121
1737.8879999979704,-0.060,1.159,-0.093
1737.9089999979703,-0.302,1.110,-0.022
1737.9289999979703,-0.363,1.198,-0.049
1737.9499999979703,-0.467,1.230,-0.093
1737.9709999979702,-0.385,1.560,-0.148
1737.9909999979702,-0.016,1.763,-0.148
1738.0119999979702,0.055,1.807,-0.181
1738.0329999979701,0.302,1.890,-0.104
1738.0529999979701,0.335,1.807,-0.132
1738.07399999797,0.291,1.774,-0.176
1738.09499999797,-0.110,1.730,-0.390
1738.11599999797,-0.302,1.785,-0.654
1738.13599999797,-0.423,1.791,-0.791
1738.15699999797,-0.560,1.978,-1.033
1738.17799999797,-0.412,2.038,-1.027
1738.1979999979699,-0.385,2.054,-1.071
1738.2189999979698,-0.346,2.016,-0.851
1738.2399999979698,-0.291,1.945,-0.599
1738.2599999979698,-0.313,1.912,-0.577
1738.2809999979697,-0.522,1.906,-0.417
1738.3019999979697,-0.483,1.961,-0.390
1738.3219999979697,-0.516,1.967,-0.439
1738.3429999979696,-0.467,2.060,-0.467
1738.3639999979696,-0.192,2.060,-0.368
1738.3849999979695,-0.099,2.054,-0.385
1738.4049999979695,-0.033,1.978,-0.115
1738.4259999979695,0.055,1.928,0.137
1738.4469999979694,0.038,1.890,0.176
1738.4669999979694,-0.181,1.906,0.253
1738.4879999979694,-0.104,1.906,0.143
1738.5089999979693,-0.121,1.895,0.049
1738.5289999979693,-0.104,1.807,-0.225
1738.5499999979693,0.104,1.686,-0.352
1738.5709999979692,0.148,1.615,-0.439
1738.5909999979692,-0.049,1.472,-0.445
1738.6119999979692,-0.082,1.439,-0.357
1738.6329999979691,-0.170,1.395,-0.352
1738.653999997969,-0.472,1.434,-0.335
1738.673999997969,-0.330,1.450,-0.417
1738.694999997969,-0.313,1.434,-0.472
1738.715999997969,-0.214,1.390,-0.632
1738.735999997969,0.071,1.274,-0.599
1738.756999997969,0.165,1.198,-0.599
1738.777999997969,0.121,1.005,-0.297
1738.7979999979689,0.220,0.912,0.055
1738.8189999979688,0.203,0.829,0.170
1738.8399999979688,0.022,0.807,0.423
1738.8599999979688,0.176,0.862,0.461
1738.8809999979687,0.214,0.835,0.439
1738.9019999979687,0.269,0.917,0.280
1738.9229999979686,0.516,0.967,0.313
1738.9429999979686,0.615,0.950,0.297
1738.9639999979686,0.538,0.906,0.610
1738.9849999979685,0.621,0.807,1.033
1739.0049999979685,0.604,0.720,1.187
1739.0259999979685,0.406,0.494,1.505
1739.0469999979684,0.522,0.324,1.533
1739.0669999979684,0.549,0.209,1.489
1739.0879999979684,0.555,0.088,1.088
1739.1089999979683,0.709,0.060,0.742
1739.1289999979683,0.780,0.016,0.549
1739.1499999979683,0.659,0.060,0.154
1739.1709999979682,0.659,0.082,0.088
1739.1919999979682,0.648,0.066,0.022
1739.2119999979682,0.593,0.044,-0.027
1739.2329999979681,0.802,-0.027,0.033
1739.253999997968,0.950,-0.060,0.005
1739.273999997968,1.247,-0.099,-0.115
1739.294999997968,1.461,-0.088,-0.121
1739.315999997968,1.620,-0.099,-0.181
1739.335999997968,1.588,-0.044,-0.319
1739.356999997968,1.533,-0.038,-0.280
1739.377999997968,1.522,-0.060,-0.335
1739.3979999979679,1.390,-0.088,-0.456
1739.4189999979678,1.456,-0.115,-0.467
1739.4399999979678,1.560,-0.148,-0.538
1739.4609999979677,1.714,-0.104,-0.780
1739.4809999979677,1.818,-0.044,-0.846
1739.5019999979677,1.945,-0.038,-0.956
1739.5229999979676,1.802,-0.022,-1.148
1739.5429999979676,1.708,-0.055,-1.060
1739.5639999979676,1.675,-0.099,-1.060
1739.5849999979675,1.533,-0.198,-0.967
1739.6049999979675,1.615,-0.176,-0.786
1739.6259999979675,1.752,-0.176,-0.736
1739.6469999979674,1.868,-0.033,-0.786
1739.6669999979674,1.939,0.137,-0.846
1739.6879999979674,2.054,0.187,-0.950
1739.7089999979673,1.818,0.264,-1.225
1739.7299999979673,1.653,0.264,-1.258
1739.7499999979673,1.571,0.231,-1.307
1739.7709999979672,1.258,0.187,-1.159
1739.7919999979672,1.241,0.269,-0.890
1739.8119999979672,1.340,0.291,-0.725
1739.8329999979671,1.406,0.445,-0.494
1739.853999997967,1.494,0.610,-0.478
1739.873999997967,1.659,0.648,-0.516
1739.894999997967,1.456,0.643,-0.786
1739.915999997967,1.263,0.626,-0.901
1739.935999997967,1.159,0.571,-0.994
1739.956999997967,0.764,0.511,-0.917
1739.977999997967,0.670,0.632,-0.714
1739.9989999979668,0.720,0.654,-0.571
1740.0189999979668,0.703,0.840,-0.302
1740.0399999979668,0.764,1.027,-0.231
1740.0609999979667,0.928,1.082,-0.220
1740.0809999979667,0.775,1.066,-0.434
1740.1019999979667,0.648,1.060,-0.544
1740.1229999979666,0.626,1.011,-0.648
1740.1429999979666,0.319,0.895,-0.659
1740.1639999979666,0.253,1.027,-0.511
1740.1849999979665,0.330,1.049,-0.396
1740.2049999979665,0.291,1.263,-0.132
1740.2259999979665,0.275,1.555,0.011
1740.2469999979664,0.368,1.653,0.104
1740.2679999979664,0.121,1.780,0.011
1740.2879999979664,-0.066,1.906,-0.115
1740.3089999979663,-0.165,1.912,-0.225
1740.3299999979663,-0.472,1.895,-0.412
1740.3499999979663,-0.566,2.049,-0.374
1740.3709999979662,-0.505,2.076,-0.319
1740.3919999979662,-0.516,2.252,-0.093
1740.4119999979662,-0.555,2.472,0.126
1740.4329999979661,-0.511,2.549,0.324
1740.453999997966,-0.807,2.571,0.467
1740.473999997966,-1.016,2.587,0.511
1740.494999997966,-1.165,2.532,0.538
1740.515999997966,-1.362,2.411,0.401
1740.536999997966,-1.412,2.477,0.379
1740.556999997966,-1.296,2.477,0.368
1740.577999997966,-1.208,2.664,0.423
1740.5989999979658,-1.230,2.873,0.599
1740.6189999979658,-1.170,2.972,0.791
1740.6399999979658,-1.324,3.054,1.077
1740.6609999979657,-1.467,3.060,1.269
1740.6809999979657,-1.516,3.016,1.450
1740.7019999979657,-1.599,2.928,1.483
1740.7229999979656,-1.653,2.966,1.472
1740.7429999979656,-1.516,2.983,1.445
1740.7639999979656,-1.390,3.148,1.252
1740.7849999979655,-1.434,3.263,1.214
1740.8059999979655,-1.318,3.323,1.192
1740.8259999979655,-1.472,3.263,1.198
1740.8469999979654,-1.659,3.126,1.291
1740.8679999979654,-1.774,2.983,1.412
1740.8879999979654,-1.868,2.714,1.505
1740.9089999979653,-1.950,2.620,1.544
1740.9299999979653,-1.686,2.554,1.566
1740.9499999979653,-1.340,2.571,1.428
1740.9709999979652,-1.291,2.587,1.335
1740.9919999979652,-0.862,2.576,1.219
1741.0119999979652,-0.714,2.379,0.983
1741.0329999979651,-0.829,2.186,0.862
1741.053999997965,-0.840,2.000,0.742
1741.074999997965,-1.038,1.681,0.478
1741.094999997965,-1.214,1.599,0.313
1741.115999997965,-1.159,1.544,0.104
1741.136999997965,-1.022,1.577,-0.308
1741.156999997965,-1.088,1.631,-0.511
1741.177999997965,-0.753,1.648,-0.758
1741.1989999979648,-0.654,1.456,-1.049
1741.2189999979648,-0.797,1.263,-1.137
1741.2399999979648,-0.807,1.088,-1.225
1741.2609999979647,-0.950,0.720,-1.285
1741.2809999979647,-1.137,0.621,-1.307
1741.3019999979647,-1.033,0.538,-1.307
1741.3229999979646,-0.857,0.500,-1.406
1741.3439999979646,-0.956,0.505,-1.461
1741.3639999979646,-0.566,0.505,-1.505
1741.3849999979645,-0.412,0.275,-1.538
1741.4059999979645,-0.516,0.132,-1.527
1741.4259999979645,-0.445,-0.011,-1.406
1741.4469999979644,-0.516,-0.198,-1.274
1741.4679999979644,-0.648,-0.148,-1.269
1741.4879999979644,-0.582,-0.088,-1.198
1741.5089999979643,-0.412,0.082,-1.384
1741.5299999979643,-0.500,0.154,-1.500
1741.5499999979643,-0.143,0.187,-1.703
1741.5709999979642,0.038,-0.066,-1.906
1741.5919999979642,-0.011,-0.236,-1.989
1741.6129999979642,-0.005,-0.417,-1.956
1741.6329999979641,-0.088,-0.643,-1.928
1741.653999997964,-0.187,-0.632,-1.972
1741.674999997964,-0.220,-0.593,-1.939
1741.694999997964,-0.110,-0.505,-2.181
1741.715999997964,-0.154,-0.456,-2.313
1741.736999997964,0.005,-0.417,-2.538
1741.756999997964,0.066,-0.544,-2.697
1741.777999997964,0.005,-0.571,-2.769
1741.7989999979638,-0.121,-0.610,-2.466
1741.8189999979638,-0.181,-0.555,-2.000
1741.8399999979638,-0.280,-0.439,-1.912
1741.8609999979637,-0.181,-0.280,-1.269
1741.8819999979637,0.110,-0.154,-1.011
1741.9019999979637,0.099,-0.137,-1.011
1741.9229999979636,0.379,-0.165,-1.055
1741.9439999979636,0.494,-0.385,-1.148
1741.9639999979636,0.439,-0.478,-1.214
1741.9849999979635,0.264,-0.571,-0.659
1742.0059999979635,0.176,-0.516,0.297
