t,aX,aY,aZ
205.86799999999937,-0.253,1.571,0.950
205.88899999999938,-0.368,1.604,0.818
205.90899999999937,-0.220,1.593,0.714
205.92999999999938,-0.302,1.445,0.555
205.9509999999994,-0.467,1.170,0.308
205.9719999999994,-0.604,1.049,0.209
205.9919999999994,-0.868,0.807,0.154
206.0129999999994,-1.071,0.851,0.110
206.03399999999942,-1.137,0.846,0.066
206.05399999999943,-1.093,1.187,0.104
206.07499999999942,-1.203,1.428,-0.016
206.0959999999994,-0.923,1.472,-0.093
206.11599999999942,-0.758,1.478,-0.148
206.13699999999943,-0.840,1.285,-0.170
206.15799999999945,-0.714,1.176,-0.203
206.17799999999943,-0.698,0.939,-0.022
206.19899999999944,-0.802,0.906,0.110
206.21999999999946,-0.665,0.862,0.088
206.24099999999947,-0.522,0.950,0.220
206.26099999999948,-0.577,0.934,0.132
206.28199999999947,-0.434,0.884,0.044
206.30299999999949,-0.511,0.643,-0.005
206.3229999999995,-0.621,0.385,-0.099
206.34399999999948,-1.011,0.247,-0.187
206.3649999999995,-1.379,0.121,-0.126
206.38499999999948,-1.549,0.231,-0.181
206.4059999999995,-1.752,0.236,-0.269
206.4269999999995,-1.642,0.571,-0.357
206.44699999999952,-1.686,0.769,-0.621
206.4679999999995,-1.489,0.813,-0.736
206.48899999999952,-1.467,0.807,-0.928
206.50999999999954,-1.555,0.659,-1.033
206.52999999999955,-1.873,0.571,-1.110
206.55099999999953,-2.142,0.368,-0.983
206.57199999999955,-2.302,0.308,-0.868
206.59199999999953,-2.472,0.269,-0.884
206.61299999999954,-2.401,0.346,-0.681
206.63399999999956,-2.466,0.379,-0.621
206.65399999999954,-2.444,0.385,-0.632
206.67499999999956,-2.521,0.341,-0.527
206.69599999999957,-2.659,0.280,-0.500
206.71599999999958,-3.054,0.225,-0.522
206.73699999999957,-3.246,0.253,-0.494
206.75799999999958,-3.395,0.390,-0.599
206.77899999999957,-3.516,0.439,-0.643
206.79899999999958,-3.615,0.692,-0.813
206.8199999999996,-3.757,0.802,-1.022
206.8409999999996,-3.955,0.840,-1.099
206.8609999999996,-3.757,0.758,-1.236
206.8819999999996,-3.812,0.632,-1.269
206.90299999999962,-3.263,0.549,-1.285
206.92299999999963,-2.670,0.434,-1.203
206.94399999999962,-2.604,0.505,-1.143
206.9649999999996,-2.428,0.527,-1.143
206.98499999999962,-2.521,0.758,-1.126
207.00599999999963,-2.681,0.961,-1.181
207.02699999999965,-2.966,1.027,-1.219
207.04799999999966,-2.818,1.033,-1.247
207.06799999999964,-2.884,0.961,-1.159
207.08899999999966,-2.395,0.884,-1.148
207.10999999999967,-1.730,0.731,-0.851
207.12999999999968,-1.642,0.791,-0.538
207.15099999999967,-1.176,0.791,-0.472
207.17199999999968,-1.049,1.011,-0.192
207.1919999999997,-1.159,1.247,-0.126
207.21299999999968,-1.609,1.307,-0.121
207.2339999999997,-1.730,1.346,-0.176
207.25399999999968,-1.906,1.324,-0.203
207.2749999999997,-1.664,1.269,-0.258
207.2959999999997,-1.027,1.132,-0.181
207.31699999999972,-0.912,1.230,-0.027
207.3369999999997,-0.264,1.241,-0.005
207.35799999999972,0.060,1.401,0.132
207.37899999999973,0.038,1.593,0.132
207.39899999999975,-0.319,1.637,0.082
207.41999999999973,-0.692,1.560,-0.115
207.44099999999975,-0.961,1.511,-0.308
207.46099999999973,-1.478,1.417,-0.417
207.48199999999974,-1.406,1.214,-0.566
207.50299999999976,-1.450,1.302,-0.544
207.52299999999974,-0.923,1.307,-0.593
207.54399999999976,-0.401,1.494,-0.500
207.56499999999977,-0.291,1.752,-0.445
207.58599999999979,-0.341,1.835,-0.478
207.6059999999998,-0.632,1.873,-0.522
207.62699999999978,-0.829,1.895,-0.544
207.64799999999977,-1.368,1.835,-0.621
207.66799999999978,-1.318,1.697,-0.560
207.6889999999998,-1.335,1.763,-0.390
207.7099999999998,-0.753,1.747,-0.390
207.7299999999998,-0.093,1.851,-0.170
207.7509999999998,0.148,2.000,-0.093
207.77199999999982,0.456,2.038,-0.115
207.79199999999983,0.445,2.027,-0.269
207.81299999999982,0.374,1.989,-0.445
207.83399999999983,-0.148,1.934,-0.560
207.85499999999982,-0.291,1.835,-0.687
207.87499999999983,-0.385,1.840,-0.648
207.89599999999984,-0.170,1.835,-0.676
207.91699999999986,0.319,1.967,-0.637
207.93699999999984,0.494,2.087,-0.764
207.95799999999986,0.720,2.142,-0.857
207.97899999999987,0.703,2.219,-1.324
207.99899999999988,0.626,2.214,-1.785
208.01999999999987,0.077,2.170,-1.989
208.04099999999985,0.016,1.994,-2.411
208.06099999999986,-0.049,1.890,-2.494
208.08199999999988,0.220,1.780,-2.549
208.1029999999999,0.720,1.670,-2.450
208.1239999999999,0.917,1.686,-2.313
208.1439999999999,0.928,1.675,-2.285
208.1649999999999,0.747,1.686,-2.181
208.18599999999992,0.588,1.697,-2.038
208.20599999999993,-0.115,1.664,-1.994
208.22699999999992,-0.143,1.577,-1.708
208.24799999999993,-0.192,1.549,-1.384
208.26799999999994,0.165,1.511,-1.263
208.28899999999993,0.731,1.511,-0.939
208.30999999999995,0.983,1.582,-0.764
208.32999999999993,0.939,1.609,-0.714
208.35099999999994,0.720,1.626,-0.687
208.37199999999996,0.511,1.588,-0.604
208.39299999999997,-0.374,1.516,-0.632
208.41299999999995,-0.472,1.219,-0.522
208.43399999999997,-0.549,1.038,-0.341
208.45499999999998,-0.187,0.868,-0.291
208.475,0.439,0.593,-0.198
208.49599999999998,0.747,0.527,-0.198
208.517,0.813,0.467,-0.253
208.53699999999998,0.643,0.423,-0.643
208.558,0.461,0.450,-1.011
208.579,-0.324,0.478,-1.236
208.599,-0.363,0.434,-1.697
208.62,-0.401,0.417,-1.637
208.64100000000002,0.011,0.396,-1.642
208.66200000000003,0.544,0.247,-1.137
208.68200000000004,0.824,0.192,-0.494
208.70300000000003,0.780,0.148,-0.192
208.72400000000002,0.555,0.071,0.439
208.74400000000003,0.363,0.088,0.764
208.76500000000004,-0.544,0.115,0.862
208.78600000000006,-0.840,0.093,0.775
208.80600000000004,-0.994,0.093,0.895
208.82700000000006,-0.505,0.082,0.901
208.84800000000007,0.390,-0.038,1.181
208.86800000000008,1.044,-0.049,1.566
208.88900000000007,1.983,-0.071,1.730
208.91000000000005,2.060,-0.066,1.840
208.93100000000004,2.060,-0.005,1.730
208.95100000000005,0.939,0.071,1.582
208.97200000000004,0.313,0.099,0.890
208.99300000000005,-0.077,0.126,0.516
209.01300000000003,-0.077,0.115,0.258
209.03400000000005,0.396,0.027,-0.049
209.05500000000006,0.818,0.022,0.022
209.07500000000007,1.390,-0.011,0.022
209.09600000000006,1.439,0.033,0.060
209.11700000000008,1.483,0.110,0.082
209.13700000000009,0.758,0.209,0.033
209.15800000000007,0.396,0.368,-0.148
209.1790000000001,0.187,0.472,-0.115
209.2000000000001,0.264,0.566,-0.143
209.22000000000008,0.665,0.599,0.104
209.2410000000001,1.093,0.604,0.423
209.2620000000001,1.522,0.604,0.599
209.2820000000001,1.522,0.560,1.005
209.3030000000001,1.533,0.566,1.269
209.32400000000013,0.928,0.593,1.406
209.34400000000014,0.703,0.632,1.566
209.36500000000012,0.626,0.681,1.593
209.38600000000014,0.676,0.780,1.566
209.40600000000012,0.769,0.813,1.318
209.42700000000013,0.923,0.807,1.055
209.44800000000015,0.478,0.797,0.835
209.46900000000016,0.060,0.703,0.341
209.48900000000015,-0.236,0.643,0.088
209.51000000000016,-0.950,0.615,-0.104
209.53100000000018,-1.110,0.615,-0.286
209.5510000000002,-1.099,0.615,-0.236
209.57200000000017,-0.895,0.725,-0.192
209.59300000000016,-0.698,0.797,0.022
209.61300000000017,-0.406,0.802,0.176
209.63400000000019,-0.621,0.879,0.280
209.6550000000002,-0.901,0.851,0.258
209.67500000000018,-1.110,0.818,0.198
209.6960000000002,-1.620,0.857,0.115
209.7170000000002,-1.599,0.884,-0.154
209.73800000000023,-1.384,0.873,-0.236
209.75800000000024,-0.862,1.005,-0.302
209.77900000000022,-0.566,1.016,-0.264
209.80000000000024,-0.198,0.972,-0.099
209.82000000000025,-0.555,1.005,0.060
209.84100000000024,-0.917,0.950,0.319
209.86200000000025,-1.219,0.906,0.489
209.88200000000023,-1.703,0.978,0.621
209.90300000000025,-1.686,1.022,0.632
209.92400000000026,-1.434,1.005,0.588
209.94400000000027,-0.961,1.165,0.544
209.96500000000026,-0.758,1.203,0.269
209.98600000000027,-0.467,1.154,0.148
210.0070000000003,-0.807,1.236,0.044
210.0270000000003,-1.115,1.214,-0.143
210.0480000000003,-1.401,1.165,-0.181
210.0690000000003,-1.736,1.291,-0.192
210.08900000000028,-1.708,1.379,-0.313
210.1100000000003,-1.483,1.368,-0.341
210.1310000000003,-1.110,1.560,-0.368
210.1510000000003,-1.066,1.588,-0.555
210.1720000000003,-0.939,1.560,-0.648
210.19300000000032,-1.368,1.555,-0.731
210.21300000000033,-1.664,1.489,-1.044
210.23400000000032,-1.945,1.461,-1.230
210.25500000000034,-2.027,1.505,-1.434
210.27600000000032,-1.945,1.577,-1.780
210.29600000000033,-1.588,1.588,-1.862
210.31700000000035,-1.208,1.752,-1.939
210.33800000000036,-1.214,1.813,-1.912
210.35800000000035,-1.170,1.829,-1.807
210.37900000000036,-1.626,1.868,-1.653
210.40000000000038,-1.906,1.796,-1.417
210.42000000000039,-2.137,1.791,-1.296
210.44100000000037,-2.115,1.758,-1.148
210.46200000000036,-2.065,1.736,-1.022
210.48200000000037,-1.664,1.730,-0.934
210.50300000000038,-1.335,1.774,-0.780
210.5240000000004,-1.351,1.802,-0.588
210.5450000000004,-1.225,1.802,-0.489
210.5650000000004,-1.395,1.873,-0.352
210.5860000000004,-1.527,1.895,-0.357
210.60700000000043,-1.467,1.895,-0.401
210.62700000000044,-1.247,1.906,-0.483
210.64800000000042,-1.230,1.895,-0.637
210.66900000000044,-0.813,1.873,-0.681
210.68900000000045,-0.621,1.824,-0.670
210.71000000000043,-0.692,1.747,-0.588
210.73100000000045,-0.571,1.708,-0.527
210.75100000000043,-0.626,1.626,-0.379
210.77200000000045,-0.742,1.505,-0.357
210.79300000000046,-0.516,1.461,-0.412
210.81400000000048,-0.203,1.340,-0.472
210.8340000000005,-0.236,1.280,-0.632
210.85500000000047,0.088,1.241,-0.714
210.8760000000005,-0.137,1.329,-0.714
210.8960000000005,-0.363,1.478,-0.659
210.91700000000048,-0.588,1.516,-0.654
210.9380000000005,-0.555,1.714,-0.478
210.95800000000048,-0.643,1.730,-0.374
210.9790000000005,0.110,1.703,-0.368
211.0000000000005,0.802,1.533,-0.242
211.02000000000052,0.829,1.368,-0.231
211.0410000000005,1.115,1.291,-0.269
211.06200000000052,0.709,1.263,-0.214
211.08300000000054,0.456,1.285,-0.280
211.10300000000055,-0.071,1.252,-0.346
211.12400000000054,-0.291,1.165,-0.330
211.14500000000055,-0.445,0.945,-0.406
211.16500000000053,0.011,0.824,-0.483
211.18600000000055,0.555,0.538,-0.445
211.20700000000056,0.588,0.511,-0.483
211.22700000000054,0.884,0.461,-0.555
211.24800000000056,0.582,0.797,-0.439
211.26900000000057,0.390,1.148,-0.374
211.28900000000058,-0.203,1.225,-0.417
211.31000000000057,-0.401,1.395,-0.269
211.33100000000059,-0.522,1.241,-0.247
211.35200000000057,-0.082,1.137,-0.291
211.37200000000058,0.494,0.698,-0.170
211.3930000000006,0.577,0.428,-0.088
211.4140000000006,0.813,0.297,-0.115
211.4340000000006,0.577,0.319,0.093
211.4550000000006,0.423,0.494,0.132
211.47600000000062,-0.115,0.533,0.110
211.49600000000063,-0.379,0.720,0.132
211.51700000000062,-0.533,0.703,0.099
211.5380000000006,-0.555,0.659,0.055
211.55800000000062,-0.390,0.478,0.148
211.57900000000063,-0.423,0.385,0.242
211.60000000000065,-0.456,0.324,0.247
211.62100000000066,-0.687,0.368,0.357
211.64100000000064,-0.846,0.472,0.313
211.66200000000066,-1.263,0.483,0.291
211.68300000000067,-1.329,0.555,0.176
211.70300000000069,-1.439,0.489,0.060
211.72400000000067,-1.203,0.445,0.022
211.7450000000007,-0.873,0.242,-0.005
211.7650000000007,-0.868,0.110,-0.016
211.78600000000068,-0.797,0.038,-0.033
211.8070000000007,-0.780,0.055,-0.066
211.82700000000068,-0.906,0.198,-0.187
211.8480000000007,-0.873,0.231,-0.225
211.8690000000007,-0.549,0.450,-0.319
211.89000000000073,-0.560,0.544,-0.308
211.9100000000007,-0.214,0.555,-0.330
211.93100000000072,0.027,0.478,-0.214
211.95200000000074,-0.038,0.390,-0.148
211.97200000000075,-0.242,0.330,-0.165
211.99300000000073,-0.467,0.280,-0.220
212.01400000000075,-0.681,0.374,-0.417
212.03400000000073,-0.901,0.396,-0.511
212.05500000000075,-0.632,0.593,-0.780
212.07600000000076,-0.670,0.742,-0.978
212.09600000000074,-0.214,0.780,-1.060
212.11700000000076,0.137,0.791,-1.159
212.13800000000077,0.121,0.764,-1.148
212.1590000000008,-0.027,0.720,-1.181
212.1790000000008,-0.209,0.643,-1.055
212.20000000000078,-0.412,0.681,-0.906
212.22100000000077,-0.637,0.659,-0.906
212.24100000000078,-0.401,0.626,-0.676
212.2620000000008,-0.450,0.621,-0.511
212.2830000000008,-0.104,0.582,-0.505
212.3030000000008,0.203,0.396,-0.396
212.3240000000008,0.187,0.390,-0.346
212.34500000000082,0.137,0.346,-0.374
212.36500000000083,0.132,0.423,-0.390
212.38600000000082,0.016,0.698,-0.439
212.4070000000008,-0.027,0.797,-0.511
212.4280000000008,0.181,1.055,-0.670
212.4480000000008,0.176,1.247,-0.802
212.4690000000008,0.253,1.285,-0.928
212.4900000000008,0.264,1.208,-1.099
212.5100000000008,0.181,1.230,-1.148
212.5310000000008,-0.165,1.192,-1.230
212.55200000000082,-0.363,1.187,-1.252
212.57200000000083,-0.500,1.357,-1.241
212.5930000000008,-0.593,1.406,-1.296
212.61400000000083,-0.242,1.538,-1.351
212.63400000000084,-0.115,1.659,-1.362
212.65500000000083,0.478,1.670,-1.434
212.67600000000084,0.939,1.626,-1.373
212.69700000000086,1.077,1.681,-1.170
212.71700000000084,0.989,1.664,-1.126
212.73800000000085,0.758,1.747,-0.720
212.75900000000087,0.599,1.901,-0.357
212.77900000000085,0.187,1.950,-0.242
212.80000000000086,0.247,2.071,0.099
212.82100000000088,0.242,2.126,0.308
212.8410000000009,0.483,2.120,0.352
212.86200000000088,0.824,2.093,0.516
212.8830000000009,0.928,2.109,0.687
212.90300000000087,0.901,2.087,0.725
212.9240000000009,0.840,2.115,0.950
212.9450000000009,0.742,2.159,1.082
212.96600000000092,0.390,2.153,1.110
212.9860000000009,0.456,2.137,1.077
213.00700000000091,0.434,2.131,0.978
213.02800000000093,0.494,2.098,0.890
213.04800000000094,0.747,2.087,0.720
213.06900000000093,0.813,2.126,0.681
213.0900000000009,0.681,2.137,0.626
213.11000000000092,0.670,2.175,0.571
213.13100000000094,0.593,2.181,0.489
213.15200000000095,0.363,2.153,0.417
213.17200000000093,0.555,2.043,0.159
213.19300000000095,0.599,1.978,-0.011
213.21400000000096,0.676,1.912,-0.115
213.23500000000098,0.873,1.829,-0.231
213.255000000001,0.912,1.824,-0.143
213.27600000000098,0.654,1.807,-0.126
213.297000000001,0.604,1.780,0.011
213.317000000001,0.527,1.769,0.154
213.338000000001,0.187,1.725,0.165
213.359000000001,0.231,1.615,0.154
213.37900000000099,0.203,1.560,0.176
213.400000000001,0.038,1.500,0.143
213.42100000000102,0.170,1.379,0.082
213.44100000000103,0.181,1.302,0.126
213.462000000001,0.088,1.252,0.099
213.48300000000103,0.247,1.099,0.016
213.50400000000104,0.291,1.022,0.000
213.52400000000105,0.242,0.939,-0.055
213.54500000000104,0.352,0.807,-0.214
213.56600000000105,0.368,0.786,-0.231
213.58600000000104,0.066,0.742,-0.286
213.60700000000105,-0.060,0.665,-0.456
213.62800000000107,-0.165,0.621,-0.500
213.64800000000105,-0.500,0.571,-0.571
213.66900000000106,-0.417,0.406,-0.807
213.69000000000108,-0.374,0.313,-0.851
213.7100000000011,-0.214,0.236,-0.928
213.73100000000107,0.060,0.049,-1.115
213.7520000000011,0.242,-0.005,-1.121
213.77300000000108,0.324,-0.049,-1.181
213.7930000000011,0.396,-0.121,-1.263
213.8140000000011,0.434,-0.104,-1.132
213.83500000000112,0.313,-0.088,-1.110
213.8550000000011,0.302,-0.148,-0.994
213.8760000000011,0.313,-0.165,-0.747
213.89700000000113,0.220,-0.181,-0.654
213.91700000000114,0.231,-0.286,-0.511
213.93800000000113,0.280,-0.280,-0.385
213.95900000000114,0.242,-0.291,-0.363
213.97900000000112,0.297,-0.302,-0.428
214.00000000000114,0.374,-0.258,-0.401
214.02100000000115,0.390,-0.214,-0.434
214.04200000000117,0.461,-0.258,-0.445
214.06200000000115,0.571,-0.253,-0.341
214.08300000000116,0.538,-0.264,-0.335
214.10400000000118,0.538,-0.324,-0.324
214.1240000000012,0.582,-0.291,-0.313
214.14500000000118,0.423,-0.258,-0.335
214.16600000000116,0.335,-0.170,-0.461
214.18600000000117,0.341,-0.088,-0.516
214.2070000000012,0.143,0.022,-0.588
214.2280000000012,0.115,0.088,-0.659
214.24800000000118,0.176,0.143,-0.599
214.2690000000012,0.154,0.187,-0.588
214.2900000000012,0.225,0.176,-0.489
214.31100000000123,0.379,0.192,-0.374
214.33100000000124,0.324,0.192,-0.313
214.35200000000123,0.242,0.159,-0.181
214.37300000000124,0.253,0.165,-0.016
214.39300000000125,-0.148,0.181,0.077
214.41400000000124,-0.352,0.209,0.335
214.43500000000125,-0.434,0.264,0.538
214.45500000000123,-0.692,0.324,0.670
214.47600000000125,-0.698,0.385,0.829
214.49700000000126,-0.571,0.434,0.928
214.51700000000127,-0.560,0.511,0.950
214.53800000000126,-0.533,0.544,0.934
214.55900000000128,-0.401,0.599,0.945
214.5800000000013,-0.560,0.670,0.939
214.6000000000013,-0.599,0.758,0.989
214.6210000000013,-0.538,0.802,1.082
214.6420000000013,-0.659,0.895,1.154
214.66200000000129,-0.676,0.928,1.214
214.6830000000013,-0.555,0.950,1.252
214.70400000000132,-0.670,0.994,1.258
214.7240000000013,-0.725,0.972,1.176
214.7450000000013,-0.687,0.961,1.198
214.76600000000133,-0.906,1.022,1.203
214.78600000000134,-0.994,1.082,1.263
214.80700000000132,-0.961,1.115,1.368
214.82800000000134,-1.022,1.263,1.445
214.84900000000133,-1.016,1.379,1.434
214.86900000000134,-0.873,1.412,1.373
214.89000000000135,-0.857,1.571,1.296
214.91100000000137,-0.890,1.675,0.967
214.93100000000135,-0.824,1.675,0.807
214.95200000000136,-0.901,1.796,0.676
214.97300000000138,-0.972,1.868,0.478
214.9930000000014,-0.912,1.862,0.450
215.01400000000137,-0.928,2.000,0.450
215.03500000000136,-0.961,2.109,0.330
215.05500000000137,-0.873,2.109,0.225
215.0760000000014,-0.857,2.302,0.132
215.0970000000014,-0.884,2.368,-0.247
215.11800000000142,-0.758,2.329,-0.445
215.1380000000014,-0.692,2.433,-0.632
215.1590000000014,-0.692,2.444,-0.939
215.18000000000143,-0.555,2.395,-0.978
215.20000000000144,-0.555,2.543,-0.994
215.22100000000142,-0.648,2.648,-0.928
215.24200000000144,-0.659,2.631,-0.824
215.26200000000145,-0.835,2.851,-0.725
215.28300000000144,-0.978,2.873,-0.786
215.30400000000145,-1.011,2.840,-0.873
215.32400000000143,-1.060,2.911,-0.983
215.34500000000145,-1.148,2.895,-1.335
215.36600000000146,-1.005,2.851,-1.483
215.38700000000148,-0.934,2.977,-1.631
215.40700000000146,-0.994,3.032,-1.802
215.42800000000148,-0.868,3.027,-1.835
215.4490000000015,-0.857,3.087,-1.857
215.4690000000015,-0.967,2.961,-1.961
215.4900000000015,-0.824,2.917,-2.038
215.5110000000015,-0.753,2.780,-2.131
215.53100000000148,-0.829,2.686,-2.346
215.5520000000015,-0.599,2.664,-2.411
215.5730000000015,-0.489,2.736,-2.488
215.5930000000015,-0.582,2.785,-2.510
215.6140000000015,-0.423,2.802,-2.466
215.63500000000153,-0.445,2.763,-2.395
215.65600000000154,-0.588,2.554,-2.351
215.67600000000155,-0.494,2.505,-2.324
215.69700000000154,-0.505,2.241,-2.274
215.71800000000152,-0.632,2.043,-2.263
215.73800000000153,-0.461,1.994,-2.197
215.75900000000155,-0.385,1.928,-2.060
215.78000000000156,-0.494,1.873,-1.901
215.80000000000155,-0.297,1.851,-1.851
215.82100000000156,-0.220,1.686,-1.780
215.84200000000158,-0.341,1.406,-1.813
215.8620000000016,-0.126,1.313,-1.758
215.88300000000157,-0.011,1.005,-1.544
215.90400000000156,-0.121,0.829,-0.956
215.92500000000155,0.099,0.764,-0.577
215.94500000000156,0.143,0.742,0.258
215.96600000000154,0.016,0.736,1.285
215.98700000000156,0.115,0.725,1.659
216.00700000000154,0.181,0.648,2.335
216.02800000000155,0.071,0.478,2.593
216.04900000000157,0.319,0.412,2.631
216.06900000000158,0.505,0.258,2.736
216.09000000000157,0.434,0.231,2.862
216.11100000000158,0.577,0.203,2.895
216.1310000000016,0.538,0.319,3.131
216.15200000000158,0.417,0.368,3.192
216.1730000000016,0.324,0.363,3.120
216.1940000000016,0.302,0.264,2.988
216.2140000000016,0.214,0.060,2.433
216.2350000000016,0.313,-0.038,2.170
216.25600000000162,0.401,-0.236,1.533
216.2760000000016,0.352,-0.242,0.989
216.29700000000162,0.335,-0.291,0.791
216.31800000000163,0.319,-0.203,0.670
216.33800000000164,0.231,-0.181,0.709
216.35900000000163,0.275,-0.214,0.676
216.38000000000164,0.500,-0.346,0.873
216.40000000000163,0.483,-0.467,0.945
216.42100000000164,0.791,-0.549,0.906
216.44200000000166,1.000,-0.511,1.121
216.46300000000167,0.950,-0.302,1.390
216.48300000000165,0.879,-0.269,1.412
216.50400000000167,0.802,0.033,1.934
216.52500000000168,0.676,0.115,2.324
216.5450000000017,0.659,0.099,2.362
216.56600000000168,0.862,-0.099,2.730
216.58700000000167,0.829,-0.313,2.780
216.60700000000168,1.027,-0.439,2.747
216.6280000000017,1.126,-0.549,2.576
216.6490000000017,1.049,-0.428,2.104
216.6690000000017,0.873,-0.423,1.956
216.6900000000017,0.791,-0.154,1.258
216.71100000000172,0.654,-0.066,0.593
216.73200000000173,0.632,-0.071,0.428
216.75200000000174,0.835,-0.209,-0.143
216.77300000000173,0.780,-0.379,-0.527
216.79400000000174,0.917,-0.467,-0.648
216.81400000000176,1.033,-0.527,-0.901
216.83500000000174,0.939,-0.396,-1.104
